author	inferreddate	shorttitle	place	genres	first_name	estimated_gender
Head, Richard	1874.0	The English rogue: described, in the life of Meriton Latron and other extravagants.  Comprehending the most eminent cheats of both sexes	enk		Richard	m
Cartwright, William	1874.0	Facts and fancies of salmon fishing	enk		William	m
Dickens, Charles	1874.0	American notes : for general circulation ; and, Pictures from Italy	enk		Charles	m
Davies, G. Christopher (George Christopher)	1874.0	Mountain, meadow, & mere; a series of outdoor sketches of sport, scenery, adventures, and natural history	enk		George	m
Kingsley, Henry	1875.0	Number seventeen, a novel	enk		Henry	m
Rink, H. (Hinrich)	1875.0	Tales and traditions of the Eskimo, with a sketch of their habits, religion, language and other peculiarities	stk		Hinrich	m
Eiríkr Magnússon	1875.0	Three northern love stories : and other tales	enk	Translations	Eirkr	unknown
Trollope, Thomas Adolphus	1875.0	Diamond cut diamond. The golden book of Torcello. Vittoria Accoramboni	enk		Thomas	m
Trollope, Thomas Adolphus	1875.0	The duchess Veronica. The lottery dreamer. Zuan the gondolier. How Meo Varalla won his first love	enk		Thomas	m
Dasent, George Webbe, Sir	1875.0	The vikings of the Baltic; a tale of the North in the tenth century	enk		George	m
Assollant, Alfred	1875.0	The fantastic history of the celebrated Pierrot	enk		Alfred	m
Defoe, Daniel	1875.0	The works of Daniel Defoe, carefully selected from the most authentic sources. With Chalmers' life of the author, annotated	stk		Daniel	m
	1875.0	Doctor Lowe's sacrifice; or, The triumph of homoeopathy	enk			unknown
Ritchie, Anne Thackeray	1875.0	Five old friends ; and, A young prince	enk		Anne	f
Ritchie, Anne Thackeray	1875.0	Bluebeard's keys, and other stories	enk		Anne	f
Ritchie, Anne Thackeray	1875.0	hours ; and, From an island	enk		Anne	f
Ritchie, Anne Thackeray	1875.0	Toilers and spinsters, and other essays	enk		Anne	f
Ritchie, Anne Thackeray	1875.0	Miss Angel ; and, Fulham lawn	enk		Anne	f
MacDonald, George	1875.0	Malcolm	enk	Love stories|Christian fiction	George	m
Reade, William Winwood	1875.0	The outcast	enk		William	m
Defoe, Daniel	1875.0	; with an essay, in ve	enk		Daniel	m
Jefferies, Richard	1875.0	Restless human hearts	enk		Richard	m
Jefferies, Richard	1875.0	Restless human hearts : a novel	enk		Richard	m
Birch-Reynardson, Charles Thomas Samuel	1875.0	'Down the road';	enk		Charles	m
Walshe, Blayney Townly	1875.0	Sporting and military adventures in Nepaul and the Himalayas	enk		Blayney	unknown
Collins, Wilkie	1875.0	The law and the lady; a novel	enk		Wilkie	unknown
Pushkin, Aleksandr Sergeevich	1875.0	Russian romance	enk		Aleksandr	m
MacDonald, George	1875.0	The wise woman;	enk		George	m
Morgan, Louisa	1875.0	Baron Bruno;	enk		Louisa	f
Low, Charles Rathbone	1875.0	The autobiography of a man-o'-war's bell	enk		Charles	m
Forrester	1875.0	Dolores	enk		Forrester	unknown
Gorrie, Daniel	1875.0	Geordie Purdie in London, or, The adventures of a Fifeshireman in the metropolis	enk		Daniel	m
Ingelow, Jean	1875.0	Fated to be free	enk		Jean	m
Lane, Laura M	1875.0	Gentleman Verschoyle, a novel	enk		Laura	f
Lever, Charles James	1875.0	A rent in a cloud and St. Patrick's Eve	enk		Charles	m
Whyte-Melville, G. J. (George John)	1875.0	Katerfelto	enk		George	m
Wood, Ellen	1875.0	Bessy Wells	enk		Ellen	f
Yonge, Charlotte M. (Charlotte Mary)	1875.0	My young Alcides	enk		Charlotte	f
Black, William	1875.0	Three feathers	enk		William	m
Whyte-Melville, G. J. (George John)	1875.0	Rosine and Sister Louise	enk		George	m
Cicero, Marcus Tullius	1875.0	Cicero's Life and letters	enk		Marcus	m
Baron, Brabourne, Edward Hugessen Knatchbull-Hugessen	1875.0	River legends; or, Father Thames and Father Rhine	enk		Edward	m
Montgomery, Florence	1875.0	Wild Mike and his victim	enk		Florence	f
Whyte-Melville, G. J. (George John)	1875.0	Katerfelto : a story of Exmoor	enk		George	m
Hon. Mrs., Montgomery, Alfred	1875.0	On the wing : a southern flight	enk		Alfred	m
Palliser, John	1875.0	The solitary hunter; or, Sporting adventures in the prairies	enk		John	m
Weppner, Margaretha	1875.0	The North Star and the Southern Cross : being the personal experiences, impressions, and observations of Margaretha Weppner in two years' journey round the world	enk		Margaretha	f
Hall, S. C., Mrs	1875.0	Boons and blessings	enk		S	unknown
Stretton, Hesba	1875.0	Brought home	stk		Hesba	unknown
Mathers, Helen	1875.0	Comin' thro' the rye. A novel	enk		Helen	f
Scott, Walter, Sir	1875.0	Waverley novels	enk		Walter	m
	1875.0	The Sunday pleasure book : containing gospel and other stories told to children	enk			unknown
Hood, Tom	1875.0	From nowhere to the North Pole : a Noah's ark-æological narrative	enk		Tom	m
Wilford, Florence	1875.0	Dominie Freylinghausen	enk		Florence	f
Franc, Maud Jeanne	1875.0	Emily's choice. An Australian tale	enk		Maud	f
Holt, Emily Sarah	1875.0	The White Rose of Langley: a story of the court of England in the olden time	enk		Emily	f
Maitland, Agnes C. (Agnes Catherine)	1875.0	Elsie, a lowland sketch	enk		Agnes	f
Samarow, Gregor	1875.0	For sceptre and crown. A romance of the present time	enk		Gregor	m
Gillmore, Parker	1875.0	Lone life: a year in the wilderness	enk		Parker	m
Morley, Henry	1875.0	[The library of English literature]	enk		Henry	m
	1875.0	Anderida;	enk			unknown
Strangford, George Augustus Frederick Percy Sydney Smythe	1875.0	Angela Pisani	enk		George	m
Middlemass, Jean	1875.0	Baiting the trap	enk		Jean	m
Cunningham, H. S. (Henry Stewart), Sir	1875.0	Chronicles of Dustypore;	enk		Henry	m
Tabor, Eliza	1875.0	Eglantine	enk		Eliza	f
Notley, F. E. M	1875.0	Forgotten lives	enk		F	unknown
Ainsworth, William Harrison	1875.0	The goldsmith's wife	enk		William	m
Feilden, Phoebe M	1875.0	Grantham secrets, a novel	enk		Phoebe	f
Braddon, M. E. (Mary Elizabeth)	1875.0	Hostages to fortune;	enk		Mary	f
Braddon, M. E. (Mary Elizabeth)	1875.0	Hostages to fortune; a novel	enk		Mary	f
Coleridge, Christabel R	1875.0	Hugh Crichton's romance	enk		Christabel	unknown
Newman, Mrs	1875.0	Jean	enk		Mrs	unknown
Russell, William Clark	1875.0	Jilted! or, My uncle's scheme	enk		William	m
De Jongh, Bertha	1875.0	Loving and loth	enk		Bertha	f
Garvice, Charles	1875.0	Maurice Durant	enk		Charles	m
Pulleyne	1875.0	Out of society	enk		Pulleyne	unknown
Noel, Augusta	1875.0	Owen Gwynne's great work	enk		Augusta	f
Mason, Charles Welsh	1875.0	The rape of the gamp; or, Won at last!	enk		Charles	m
Dering, Edward Heneage	1875.0	Sherborne, or, The house at the four ways	enk		Edward	m
Braddon, M. E. (Mary Elizabeth)	1875.0	A strange world	enk		Mary	f
Lee, Holme	1875.0	This work-a-day world	enk		Holme	unknown
Smart, Hawley	1875.0	Two kisses	enk		Hawley	unknown
Vanessa	1875.0	Vanessa	enk		Vanessa	f
Payn, James	1875.0	Walter's word;	enk		James	m
Oliphant	1875.0	Whiteladies	enk		Oliphant	unknown
Besant, Walter, Sir	1875.0	With harp and crown	enk		Walter	m
Carey, Rosa Nouchette	1875.0	Wooed and married	enk		Rosa	f
Trollope, Anthony	1875.0	La Vendée : an historical romance	enk		Anthony	m
Bramston, Mary	1875.0	Ralph and Bruno	enk		Mary	f
Blackmore, R. D. (Richard Dooddridge)	1875.0	Alice Lorraine : a tale of the South Downs	enk		Richard	m
Lever, Charles James	1875.0	Maurice Tiernay : the soldier of fortune	enk		Charles	m
A. L. O. E	1875.0	The sailor's resolve, and other stories	enk		A	unknown
Miller, J. (Joaquin)	1875.0	First fam'lies in the Sierras	enk		Joaquin	unknown
Yates, Edmund Hodgson	1875.0	The impending sword; a novel	enk		Edmund	m
	1875.0	With the birds; or, The homes and habits of our feathered friends	enk			unknown
Willett, Edward	1875.0	The loyal spectre, or, The true hearts of Atlanta	stk		Edward	m
	1875.0	The spirit of the moist hand	enk			unknown
Grant, James	1875.0	The secret dispatch; a novel	enk		James	m
Stables, Gordon	1876.0	Cats: their points and characteristics, with curiosities of cat life, and a chapter on feline ailments	enk		Gordon	m
Black, William	1876.0	Madcap Violet	enk		William	m
Brown, Oliver Madox-	1876.0	The Dwale bluth. Hebditch's legacy & other literary remains of Oliver Madox-Brown	enk		Oliver	m
Harte, Bret	1876.0	Wan Lee, the Pagan, and other stories	enk		Bret	m
Blackmore, R. D. (Richard Dooddridge)	1876.0	Cripps, the carrier. A woodland tale	enk		Richard	m
Buchanan, Robert Williams	1876.0	The shadow of the sword. A romance	enk		Robert	m
Friswell, J. Hain (James Hain)	1876.0	Other people's windows	enk		James	m
Morley, Henry	1876.0	Shorter works in English prose	enk		Henry	m
Sinclair, Catherine	1876.0	Holiday house; a book for the young	stk		Catherine	f
A. L. O. E	1876.0	A wreath of Indian stories	enk		A	unknown
Grant, James	1876.0	Did she love him?	enk		James	m
Grant, James	1876.0	Did she love him? A novel	enk		James	m
Griffiths, Arthur	1876.0	Lola: a tale of the rock	enk		Arthur	m
Wood, Ellen	1876.0	Edina: a novel	enk		Ellen	f
Wynne, Catherine Simpson	1876.0	A horrid girl. A novel	enk		Catherine	f
Broughton, Rhoda	1876.0	Joan : a tale	enk		Rhoda	f
Broughton, Rhoda	1876.0	Joan	enk		Rhoda	f
Harte, Bret	1876.0	Wan Lee, the pagan	enk		Bret	m
Abbott, Samuel	1876.0	Ardenmohr among the hills	enk		Samuel	m
Clements, Lewis	1876.0	Shooting and fishing trips in England, France, Alsace, Belgium, Holland, and Bavaria	enk		Lewis	m
	1876.0	The adventures of Robinson Playfellow	enk			unknown
	1876.0	Hafed, prince of Persia : his experiences in earth-life and spirit-life ; being spirit communications received through Mr. David Duguid, the Glasgow trance-painting medium ; with an appendix, containing communications from the spirit artists, Ruisdal and Steen	enk			unknown
Banks, G. Linnaeus (George Linnaeus), Mrs	1876.0	The Manchester man	enk		George	m
Arthur, T. S. (Timothy Shay)	1876.0	Anna Lee: The maiden - the wife - the mother	enk		Timothy	m
Ballantyne, R. M. (Robert Michael)	1876.0	Fighting the flames	enk		Robert	m
	1876.0	Half hours with the animals	enk			unknown
Jenkins, Edward	1876.0	The devil's chain	enk		Edward	m
Smith, William	1876.0	The history and antiquities of Morley, in the west riding of the county of York	enk		William	m
Kingston, W.H.G	1876.0	My first voyage to southern seas	enk		Whg	unknown
Collins, Mortimer	1876.0	A fight with fortune	enk		Mortimer	m
Fitzgerald, Percy Hetherington	1876.0	The parvenu family; or, Phoebe: girl and wife	enk		Percy	m
Kingsley, Henry	1876.0	The Grange garden	enk		Henry	m
Moncrieff, A. R. Hope	1876.0	The Pampas	enk		A	unknown
Trollope, Frances Eleanor	1876.0	A charming fellow	enk		Frances	f
Tytler, Sarah	1876.0	By the Elbe	enk		Sarah	f
Wood, Ellen	1876.0	Our children	enk		Ellen	f
Aguilar, Grace	1876.0	Home scenes and heart studies	enk		Grace	f
Mayo, Dermot Robert Wyndham Bourke	1876.0	Sport in Abyssinia;	enk		Dermot	m
Whyte-Melville, G. J. (George John)	1876.0	Sister Louise	enk		George	m
Giannatasio del Rio, Fanny	1876.0	An unrequited love : an episode in the life of Beethoven : from the diary of a young lady	enk		Fanny	f
Tylor, Charles	1876.0	The faggot:	enk		Charles	m
Edwards, Annie	1876.0	Leah: a woman of fashion	enk		Annie	f
Chambers, Julius	1876.0	A mad world and its inhabitants	enk		Julius	m
Corkran, Alice	1876.0	Bessie Lang	stk		Alice	f
	1876.0	Footprints left on life's journey	enk			unknown
Keary, Annie	1876.0	A York and a Lancaster rose	enk		Annie	f
Montgomery, Florence	1876.0	Peggy, and other tales	enk		Florence	f
Neville, Mary	1876.0	Arthur, or, A knight of our own day	enk		Mary	f
Robinson, F. W. (Frederick William)	1876.0	As long as she lived	enk		Frederick	m
Meredith, George	1876.0	Beauchamp's career	enk		George	m
Besant	1876.0	The case of Mr. Lucraft, and other tales	enk		Besant	unknown
Smart, Hawley	1876.0	Courtship, in seventeen hundred and twenty, in eighteen hundred and sixty	enk		Hawley	unknown
Braddon, M. E. (Mary Elizabeth)	1876.0	Dead men's shoes	enk		Mary	f
Farjeon, B. L. (Benjamin Leopold)	1876.0	The Duchess of Rosemary Lane	enk		Benjamin	m
Harley, St. John	1876.0	Eunice	enk		St	unknown
Payn, James	1876.0	Fallen fortunes	enk		James	m
De Fonblanque, Albany	1876.0	A family tree	enk		Albany	unknown
Reid, Mayne	1876.0	The flag of distress	enk		Mayne	unknown
Jephson, R. Mounteney	1876.0	The girl he left behind him	enk		R	unknown
Besant, Walter, Sir	1876.0	The golden butterfly	enk		Walter	m
Payn, James	1876.0	Halves	enk		James	m
Braddon, M. E. (Mary Elizabeth)	1876.0	Joshua Haggard's daughter	enk		Mary	f
Tregenna, Charles	1876.0	Lascare	enk		Charles	m
Ainsworth, William Harrison	1876.0	The leaguer of Lathom	enk		William	m
Macquoid, Katharine Sarah	1876.0	Lost Rose. And other stories	enk		Katharine	f
Lewis, Arthur	1876.0	The master of Riverswood	enk		Arthur	m
Peart, Emily	1876.0	Maude Maynard	enk		Emily	f
Moore, Frederick H	1876.0	Mistress Haselwode	enk		Frederick	m
Grant, James	1876.0	Morley Ashton	enk		James	m
Prior, Herman L	1876.0	Overmatched	enk		Herman	m
Oliphant	1876.0	Phoebe junior	enk		Oliphant	unknown
Speight, T. W	1876.0	A secret of the sea	enk		T	unknown
MacDonald, George	1876.0	St. George and St. Michael	enk		George	m
Merlin, pseud	1876.0	Strayed, but not lost	enk		Pseud	unknown
Grant, Maria M	1876.0	The sun-maid	enk		Maria	f
Besant, Walter, Sir	1876.0	This son of Vulcan	enk		Walter	m
Chandler, W. A	1876.0	Thrice	enk		W	unknown
Medina Pomar, de	1876.0	Through the ages	enk		De	unknown
Collins, Wilkie	1876.0	The two destinies	enk		Wilkie	unknown
Davies, Charles Maurice	1876.0	'Verts, or, The three creeds	enk		Charles	m
Thompson, Harriet Diana Calvert	1876.0	The Wyndham family: a story of modern life	enk		Harriet	f
Carr, Addis Emmet	1876.0	All the way round, or, what a boy saw and heard on his way round the world : a book for young people. and older ones with young hearts	enk		Addis	unknown
Mitford, Mary Russell	1876.0	Our village	enk		Mary	f
Massinger, Philip	1876.0	Mart and mansion : a tale of struggle and rest	enk		Philip	m
novelist Greenwood, James	1876.0	Low-life deeps: an account of the strange fish to be found there	enk		James	m
Coulson, Elizabeth Kerr	1876.0	Dante & Beatrice from 1282 to 1290. A romance	enk		Elizabeth	f
Dame, Wordsworth, Elizabeth	1876.0	Thornwell Abbas	enk		Wordsworth	unknown
Kettle, Rosa Mackenzie	1876.0	My home in the shires; a romance	enk		Rosa	f
Lamson, J. W	1876.0	Rook's Dene	enk		J	unknown
Grant, James	1876.0	Morley Ashton : a story of the sea	enk		James	m
Marshall, Emma, Mrs	1876.0	Life's aftermath, a story of a quiet people	enk		Emma	f
Grimm, Jacob	1876.0	Household stories	enk		Jacob	m
Wood, Ellen	1876.0	Parkwater	enk		Ellen	f
Raymond, R. J. (Richard John)	1876.0	Richelieu, or The broken heart; an historical tale	enk		Richard	m
Jefferies, Richard	1877.0	Facts -- bk	enk		Richard	m
Jefferies, Richard	1877.0	Persons -- bk	enk		Richard	m
Jefferies, Richard	1877.0	Results	enk		Richard	m
Sterndale, Robert Armitage	1877.0	Seonee; or, Camp life on the Satpura Range; a tale of Indian adventure	enk		Robert	m
Leland, Charles Godfrey	1877.0	Johnnykin and the goblins	enk		Charles	m
Blackmore, R. D. (Richard Dooddridge)	1877.0	Erema, or, My father's sin	enk		Richard	m
Black, William	1877.0	Green pastures and Piccadilly	enk		William	m
	1877.0	Comic and humorous	stk			unknown
	1877.0	Fairy tales, romances and histories	stk			unknown
Goethe, Johann Wolfgang von	1877.0	[Goethe's works]	enk		Johann	m
Adams, H. C. (Henry Cadwallader)	1877.0	The original Robinson Crusoe, being a narrative of the adventures of Alexander Selkirk and others, on which De Foe is believed to have founded his famous romance	enk		Henry	m
Brown, Robert	1877.0	The great Dionysiak myth	enk		Robert	m
Burnett, Frances (Hodgson)	1877.0	Theo : a love story	enk		Hodgson	unknown
Kamouraska	1877.0	The Chickenborough Chit-Chat Club	enk		Kamouraska	unknown
Wedmore, Frederick, Sir	1877.0	Pastorals of France	enk		Frederick	m
Thomas, Annie	1877.0	Blotted out	enk		Annie	f
Nugent-Bankes, George	1877.0	A day of my life; or, Everyday experiences at Eton	enk		George	m
Webster, Wentworth	1877.0	Basque legends	enk		Wentworth	unknown
Harland, Marion	1877.0	Ruby's husband	enk		Marion	f
Andersen, Carl Christian Thorvald	1877.0	Three sketches of life in Iceland	enk		Carl	m
Leigh, Henry S	1877.0	Jeux d'esprit	enk		Henry	m
Kingston, William Henry Giles	1877.0	Owen Hartley; or, Ups and downs	enk		William	m
Mackarness, Henry S	1877.0	Sweet flowers	enk		Henry	m
	1877.0	The thousand and one nights	enk			unknown
Braddon, M. E. (Mary Elizabeth)	1877.0	Weavers and weft;	enk		Mary	f
Giberne, Agnes	1877.0	The battle-field of life	enk		Agnes	f
Holmes, Emra	1877.0	Tales, poems and Masonic papers	enk		Emra	unknown
Russell, William Clark	1877.0	"The wreck of the ""Grosvenor"""	enk		William	m
Whyte-Melville, G. J. (George John)	1877.0	Rosine	enk		George	m
Hood, Tom	1877.0	Merry thoughts	enk		Tom	m
Baring-Gould, S. (Sabine)	1877.0	Yorkshire oddities, incidents, and strange events	enk		Sabine	f
Wood, Ellen	1877.0		enk		Ellen	f
Wood, Ellen	1877.0	Mrs. Wood's novels	enk		Ellen	f
Montgomery, Florence	1877.0	Thrown together	enk		Florence	f
Lauder, Thomas Dick, Sir	1877.0	Lochandhu : A Tale of the Eighteenth Century	enk		Thomas	m
Kirton, John William	1877.0	A second thousand of temperance anecdotes, jokes, riddles, puns, and smart sayings, suitable for speakers, penny readings, and recitations	enk		John	m
A. E	1877.0	A month in the coasting trade. A true narrative	enk		A	unknown
Westall, William	1877.0	Tales and legends of Saxony and Lusatia	enk		William	m
Stewart, George	1877.0	Shetland fireside tales; or, The hermit of Trosswickness	stk		George	m
Scott, Walter, Sir	1877.0	Woo	enk		Walter	m
Scott, Walter, Sir	1877.0	"The handy volume ""Waverly"""	enk		Walter	m
Allardyce, Alexander	1877.0	The city of sunshine	stk		Alexander	m
Allardyce, Alexander	1877.0	The city of sunshine : a novel	stk		Alexander	m
Gilbert, William	1877.0	Them boots	enk		William	m
Müller, F. Max (Friedrich Max)	1877.0	German love; from the papers of an alien	enk		Friedrich	m
Freiin von, Brackel, Ferdinande Maria Theresia	1877.0	Nora; a novel taken from the German	enk		Brackel	unknown
Gilliat, Edward	1877.0	Asylum Christi	enk		Edward	m
De Fonblanque, Albany	1877.0	Bad luck: a novel	enk		Albany	unknown
De Fonblanque, Albany	1877.0	Bad luck	enk		Albany	unknown
Smart, Hawley	1877.0	Bound to win	enk		Hawley	unknown
Edwards, Matilda Betham	1877.0	Bridget	enk		Matilda	f
Oliphant	1877.0	Carit??	enk		Oliphant	unknown
Johnston, Henry	1877.0	The Dawsons of Glenara	enk		Henry	m
Trollope, Thomas Adolphus	1877.0	A family party in the piazza of St. Peter	enk		Thomas	m
Davies, Edward William	1877.0	Frank Raleigh of Watercombe	enk		Edward	m
Hardy, Iza Duffus	1877.0	Glencairn	enk		Iza	unknown
Reid, Mayne	1877.0	Gwen Wynn	enk		Mayne	unknown
