docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match
nyp.33433067303671,"Grattan, Thomas Colley","Grattan, Thomas Colley",1792-1864.,1825.0,1825.0,s,1825,    ,London;Printed for Henry Colburn ...;1825.,1825,"A new edition.|v. 1. Caribert, the bear hunter -- v. 2. The priest and the garde-du-corps -- v. 3. The priest and the garde-du-corps (concluded). The vouée au blanc.",,,,,9013953.0,enk,8618403,1,2.0,2.0,v. 3,3.0,"High-ways and by-ways, or, Tales of the roadside : | picked up in the French provinces / | $c: By A walking gentleman ; second series.",The priest and the garde-du-corps (concluded). The vouée au blanc,True,The priest and the garde-du-corps (concluded). The vouée au blanc,0.2397552210170289,0.008933034852763,Thomas,m,7.027522935779817,17.53746878770025,20.98583569405099,16.32557840926417,192.95184135977337,2083.1563209720007,0.6,['fiction'],['unknown'],"high-ways and by-ways, or, tales of the roadside : | picked up in the french provinces / | $c: by a walking gentleman ; second series. the priest and the garde-du-corps (concluded). the vouée au blanc the priest and the garde-du-corps (concluded). the vouée au blanc",False,True
uc1.$b400518,"Banim, John","Banim, John",1798-1842.,1825.0,1825.0,s,1825,    ,London;W. Simpkin and R. Marshall;1825.,1825,I. Crohoore of the Bill-hook.--II. Crohoore of the Bill-hook. The fetches.--III. John Doe.,,,,PZ3.B225Tak,4449161.0,enk,8690958,3,4.0,4.0,v.1,1.0,"Tales, | $c: by the O'Hara family [pseud.]: containing Crohoore of the Bill-hook, The fetches, and John Doe.",Crohoore of the Bill-hook,True,Crohoore of the Bill-hook,0.3821417838567548,0.0115325222683664,John,m,6.212938005390836,9.245762527153971,23.99465240641712,14.197832365809717,229.6818181818182,2078.5003646086534,1.5,['fiction'],['fiction and juvenile belles lettres'],"tales, | $c: by the o'hara family [pseud.]: containing crohoore of the bill-hook, the fetches, and john doe. crohoore of the bill-hook crohoore of the bill-hook",False,True
nyp.33433074964762,"Banim, John","Banim, John",1798-1842.,1825.0,1825.0,s,1825,    ,London;W. Simpkin and R. Marshall;1825.,1825,I. Crohoore of the Bill-hook.--II. Crohoore of the Bill-hook. The fetches.--III. John Doe.,,,,PZ3.B225Tak,4449161.0,enk,8690958,2,3.0,3.0,v. 2,2.0,"Tales, | $c: by the O'Hara family [pseud.]: containing Crohoore of the Bill-hook, The fetches, and John Doe.",Crohoore of the Bill-hook. The fetches,True,Crohoore of the Bill-hook. The fetches,0.3141049937731464,0.0233903238810168,John,m,7.994897959183674,12.8060964181591,23.83375314861461,16.138608835789835,224.45843828715363,2016.978751213445,1.8,['fiction'],['fiction and juvenile belles lettres'],"tales, | $c: by the o'hara family [pseud.]: containing crohoore of the bill-hook, the fetches, and john doe. crohoore of the bill-hook. the fetches crohoore of the bill-hook. the fetches",False,True
nyp.33433074964770,"Banim, John","Banim, John",1798-1842.,1825.0,1825.0,s,1825,    ,London;W. Simpkin and R. Marshall;1825.,1825,I. Crohoore of the Bill-hook.--II. Crohoore of the Bill-hook. The fetches.--III. John Doe.,,,,PZ3.B225Tak,4449161.0,enk,8690958,2,3.0,3.0,v. 3,3.0,"Tales, | $c: by the O'Hara family [pseud.]: containing Crohoore of the Bill-hook, The fetches, and John Doe.",John Doe,True,John Doe,0.1443783255187444,0.0850229882336486,John,m,8.724137931034482,18.111092237132667,24.10487804878049,12.469488399762046,226.54634146341465,1737.3746817370616,1.8,['fiction'],['fiction and juvenile belles lettres'],"tales, | $c: by the o'hara family [pseud.]: containing crohoore of the bill-hook, the fetches, and john doe. john doe john doe",False,True
uiuo.ark+=13960=t1kh1728j,"Slingsby, Henry","Slingsby, Henry",,1825.0,1825.0,s,1825,    ,London;J. Robins;1825.,1825,,,,,,13357123.0,enk,8721748,1,1.0,1.0,v.1,1.0,My grandmother's guests and their tales,,True,My grandmother's guests and their tales,0.2805097249266674,0.061353260803959,Henry,m,9.221518987341772,17.286372376221756,33.138801261829656,46.45392032958832,272.67507886435334,4274.364457801352,3.0,['fiction'],['unknown'],my grandmother's guests and their tales  my grandmother's guests and their tales,False,True
uiuo.ark+=13960=t6g16nc63,"Cleishbotham, Jedediah","Cleishbotham, Jedediah",,1825.0,1825.0,s,1825,    ,London;Printed for T. Hookham;1825.,1825,,,,,,230654412.0,enk,8721824,1,1.0,1.0,v.1,1.0,New landlord's tales,,True,New landlord's tales,0.3229028868498686,0.0190444313728706,Jedediah,m,6.255681818181818,7.417581353305784,27.689265536723163,10.767850872993073,197.1129943502825,910.614350920872,1.9,"['fiction', 'urn:uuid:dc5c32ff-bc7a-4843-9a1a-475fa075b2ef']",['unknown'],new landlord's tales  new landlord's tales,False,True
njp.32101063606550,"Crawfurd, Archibald","Crawfurd, Archibald",,1825.0,1825.0,s,1825,    ,Edinburgh;A. Constable;1825.,1825,,,,,,13315403.0,stk,8917125,1,1.0,1.0,v.2,2.0,Tales of my grandmother.,,True,Tales of my grandmother,0.1334170576207198,0.0498086878257945,Archibald,m,7.722222222222222,7.357480029048656,24.07987220447284,33.223652379834434,226.84345047923324,3997.40999703988,1.5,['fiction'],['unknown'],tales of my grandmother.  tales of my grandmother,False,True
mdp.39015063870219,"Gillies, R. P. (Robert Pearse)","Gillies, R. P. (Robert Pearse)",1788-1858.,1826.0,1826.0,s,1826,    ,London;H. Colburn;1826.,1826,,,,,PZ3.G4156T,6013198.0,enk,326260,1,1.0,1.0,v.1,1.0,Tales of a voyager to the Arctic Ocean ...,,True,Tales of a voyager to the Arctic Ocean,1.0,0.0,Robert,m,6.823361823361823,5.461676447431433,26.55492957746479,12.765292600674467,242.0056338028169,1638.5464471335051,1.6,['fiction'],['fiction and juvenile belles lettres'],tales of a voyager to the arctic ocean ...  tales of a voyager to the arctic ocean,False,True
mdp.39015030126505,"Roscoe, Thomas","Roscoe, Thomas",1791-1871.,1826.0,1826.0,s,1826,    ,London;H. Colburn;1826.,1826,"v. 1. Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus. v. 2. Popular traditions collected and narrated by the Ormar i. e. I. K. C. Nachtigal, [2] K. L. Gottschalek: [3] P. Eberhardt: [4] J. G. G. Busching: [5] I. L. K. and W. K. Grimm; [6] Lothar u. c. O. C. von Graevem. (The arch rogue, Castle Christburg); [7] F. H. K. freiherr de La Motte-Foueué. (the field",,,,,2679477.0,enk,1777574,1,1.0,1.0,v.1,1.0,The German novelists: | tales selected from ancient and modern authors in that language: from the earliest period down to the close of the eighteenth century. Tr. from the originals: with critical and biographical notices. | $c: By Thomas Roscoe ...,"Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus",True,"Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus",0.0,0.0,Thomas,m,9.629107981220658,11.022063523551326,26.177419354838708,22.97543481492493,277.10138248847926,3416.8883391025506,0.6,['unknown'],['unknown'],"the german novelists: | tales selected from ancient and modern authors in that language: from the earliest period down to the close of the eighteenth century. tr. from the originals: with critical and biographical notices. | $c: by thomas roscoe ... introduction. reineke fuchs (reynard the fox) numerous authors and editions of it. the pleasant history of reynard the fox flowleglass, the merry jester. doctor faustus introduction. reineke fuchs (reynard the fox) numerous authors and editions of it. the pleasant history of reynard the fox flowleglass, the merry jester. doctor faustus",False,True
mdp.39015030126570,"Roscoe, Thomas","Roscoe, Thomas",1791-1871.,1826.0,1826.0,s,1826,    ,London;H. Colburn;1826.,1826,"v. 1. Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus. v. 2. Popular traditions collected and narrated by the Ormar i. e. I. K. C. Nachtigal, [2] K. L. Gottschalek: [3] P. Eberhardt: [4] J. G. G. Busching: [5] I. L. K. and W. K. Grimm; [6] Lothar u. c. O. C. von Graevem. (The arch rogue, Castle Christburg); [7] F. H. K. freiherr de La Motte-Foueué. (the field",,"English fiction|German fiction|Folk literature, German|Translations from German|Translations into English|Legends, German",,,2679477.0,enk,1777574,1,3.0,3.0,v.3,3.0,The German novelists: | tales selected from ancient and modern authors in that language: from the earliest period down to the close of the eighteenth century. Tr. from the originals: with critical and biographical notices. | $c: By Thomas Roscoe ...,P. Eberhardt:,True,P. Eberhardt:,0.0655447323470841,0.0076039505055843,Thomas,m,11.170666666666667,12.322872888888888,24.30989583333333,22.95865207248264,264.1015625,2846.6016642252603,1.4,['unknown'],['unknown'],the german novelists: | tales selected from ancient and modern authors in that language: from the earliest period down to the close of the eighteenth century. tr. from the originals: with critical and biographical notices. | $c: by thomas roscoe ... p. eberhardt: p. eberhardt:,False,True
mdp.39015030126547,"Roscoe, Thomas","Roscoe, Thomas",1791-1871.,1826.0,1826.0,s,1826,    ,London;H. Colburn;1826.,1826,"v. 1. Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus. v. 2. Popular traditions collected and narrated by the Ormar i. e. I. K. C. Nachtigal, [2] K. L. Gottschalek: [3] P. Eberhardt: [4] J. G. G. Busching: [5] I. L. K. and W. K. Grimm; [6] Lothar u. c. O. C. von Graevem. (The arch rogue, Castle Christburg); [7] F. H. K. freiherr de La Motte-Foueué. (the field",,"English fiction|German fiction|Folk literature, German|Translations from German|Translations into English|Legends, German",,,2679477.0,enk,1777574,1,2.0,2.0,v.4,4.0,The German novelists: | tales selected from ancient and modern authors in that language: from the earliest period down to the close of the eighteenth century. Tr. from the originals: with critical and biographical notices. | $c: By Thomas Roscoe ...,J. G. G. Busching:,True,J. G. G. Busching:,0.0809736118306652,0.0440778309825925,Thomas,m,9.933510638297872,9.73760044137619,25.20680628272252,23.54100079493435,258.92931937172773,2751.379821002714,1.5,['unknown'],['unknown'],the german novelists: | tales selected from ancient and modern authors in that language: from the earliest period down to the close of the eighteenth century. tr. from the originals: with critical and biographical notices. | $c: by thomas roscoe ... j. g. g. busching: j. g. g. busching:,False,True
inu.32000006996476,"Lee, Sophia","Lee, Sophia",1750-1824.,1826.0,1824.0,s,1826,    ,"London;Longman, Rees, Orme, Brown, and Green;1826.",1826,"5th ed.|v.1. The young lady's tale (The two Emilys) v.2. The young lady's tale (The two Emilys) (cont'd) Pembroke, or, The clergyman's tale.",,,,,22961378.0,enk,6059139,1,1.0,1.0,v.1,1.0,"Canterbury tales of the late Sophia Lee: consisting of The two Emilys, and Pembroke, or The Clergyman's tale ...",,True,"Canterbury tales of the late Sophia Lee: consisting of The two Emilys, and Pembroke, or The Clergyman's tale",0.2947186703131271,0.2038341431948974,Sophia,f,7.3125,4.196986607142857,25.088757396449704,7.211057035818074,233.53846153846155,915.8698224852072,2.1,['fiction'],['unknown'],"canterbury tales of the late sophia lee: consisting of the two emilys, and pembroke, or the clergyman's tale ...  canterbury tales of the late sophia lee: consisting of the two emilys, and pembroke, or the clergyman's tale",False,True
uc2.ark+=13960=t25b03g2t,"Banim, John","Banim, John",1798-1842.,1826.0,1826.0,s,1826,    ,London;Printed for W. Simpkin and R. Marshall;1826.,1826,,,,,,14268326.0,enk,7685498,1,1.0,1.0,v.0003,3.0,Tales,,True,Tales,0.1440938177554553,0.0398268327143261,John,m,9.484029484029485,22.8099415028162,29.55609756097561,24.50538964901844,228.4390243902439,1538.6170136823318,1.9,['fiction'],['unknown'],tales  tales,False,True
umn.31951002081141q,,,,1826.0,1826.0,s,1826,    ,"London;Sherwood, Gilbert, and Piper [etc., etc.;1826.",1826,,,Ghost stories,,,62602383.0,enk,8560131,1,1.0,1.0,,,"Legends of terror! : | and tales of the wonderful and the wild : original and select, in prose and verse ...",,True,"Legends of terror! : and tales of the wonderful and the wild : original and select, in prose and verse",0.2370906327378105,0.0445266864253471,,unknown,24.0375,66.68296874999999,95.26242236024844,539.7432463060838,739.416149068323,28181.28955287219,1.4,['unknown'],['unknown'],"legends of terror! : | and tales of the wonderful and the wild : original and select, in prose and verse ...  legends of terror! : and tales of the wonderful and the wild : original and select, in prose and verse",False,True
nyp.33433068187453,,,,1826.0,1826.0,s,1826,    ,"London;Sherwood, Gilbert, and Piper;1826.",1826,,,Tales,,,6192714.0,enk,8622384,1,1.0,1.0,,,"Legends of terror! : | and tales of the wonderful and wild ; original and select, in prose and verse / with historical illustrations, and elegant engravings on wood.",,True,"Legends of terror! : and tales of the wonderful and wild ; original and select, in prose and verse / with historical illustrations, and elegant engravings on wood",0.2065486629977958,0.050593083886505,,unknown,23.07389937106918,59.78541938610024,93.69517884914464,523.1388103490393,726.348367029549,28193.356089868405,1.3,['fiction'],['unknown'],"legends of terror! : | and tales of the wonderful and wild ; original and select, in prose and verse / with historical illustrations, and elegant engravings on wood.  legends of terror! : and tales of the wonderful and wild ; original and select, in prose and verse / with historical illustrations, and elegant engravings on wood",False,True
nyp.33433074955489,"Banim, John","Banim, John",1798-1842.,1826.0,1826.0,s,1826,    ,London;H. Colburn;1826.,1826,,,,Ireland,,17421425.0,enk,8663572,2,2.0,2.0,v. 1,1.0,"Tales by the O'Hara family : | second series : comprising the Nowlans, and Peter of the castle.",,True,"Tales by the O'Hara family : second series : comprising the Nowlans, and Peter of the castle",0.1110628983388596,0.0036910633921468,John,m,6.39209726443769,25.78850897534206,25.837758112094395,52.82618494444009,244.3746312684366,4166.552866751942,1.3,['fiction'],['unknown'],"tales by the o'hara family : | second series : comprising the nowlans, and peter of the castle.  tales by the o'hara family : second series : comprising the nowlans, and peter of the castle",False,True
mdp.39015005282192,"Griffin, Gerald","Griffin, Gerald",1803-1840.,1827.0,1827.0,s,1827,    ,London;Printed for W. Simpkin and R. Marshall;1827.,1827,Holland-tide.--The Aylmers of Bally-Aylmer.--The hand and word.--Saint Martin's day.--The brown man.--Persecutions of Jack-Edy.--The unburied legs.--Owney and Owney-na-Peak.--Conclusion.,,,,,4853799.0,enk,244793,1,2.0,2.0,,,"Holland-tide; | or, Munster popular tales ...",,True,"Holland-tide; or, Munster popular tales",0.1456741095607399,0.0193910213551125,Gerald,m,7.150537634408602,11.649381431379348,23.65171503957784,23.741494420116823,216.7730870712401,2573.436637171838,1.7,['fiction'],['unknown'],"holland-tide; | or, munster popular tales ...  holland-tide; or, munster popular tales",False,True
uc2.ark+=13960=t38053g3z,"Normanby, Constantine Henry Phipps","Normanby, Constantine Henry Phipps",,1827.0,1827.0,s,1827,    ,London;Saunders and Otley;1827.,1827,,,,,PZ3.N789H,13343560.0,enk,7690792,2,2.0,2.0,v.1,1.0,"Historiettes; or, Tales of continental life",The regicide's family. A week at Tours,True,The regicide's family. A week at Tours,0.0629893366919958,0.0231732510629454,Constantine,m,7.600583090379009,8.578075461754882,25.02279202279202,31.41258593680247,175.37037037037038,2023.7431676690933,1.5,['fiction'],['fiction and juvenile belles lettres'],"historiettes; or, tales of continental life the regicide's family. a week at tours the regicide's family. a week at tours",False,True
uc1.b3327536,"Marquess of, Normanby, Constantine Henry Phipps","Marquess of, Normanby, Constantine Henry Phipps",1797-1863.,1827.0,1827.0,s,1827,    ,London;Saunders and Otley;1827.,1827,v. 1. The regicide's family. A week at Tours.--v. 2. The fall of Bern.--v. 3. The German lottery. The Rhine. The castle of the Convent lake. L'envoi.,,,,PZ3.N789H,13343560.0,enk,7690792,2,2.0,2.0,v. 2,2.0,"Historiettes; or, Tales of continental life. | $c: By the author of ""The English in Italy ... """,The fall of Bern,True,The fall of Bern,0.0,0.0,Normanby,unknown,7.701704545454546,8.385451639979339,20.896358543417367,17.46544892466791,174.20728291316527,1582.3491906566546,1.0,['fiction'],['fiction and juvenile belles lettres'],"historiettes; or, tales of continental life. | $c: by the author of ""the english in italy ... "" the fall of bern the fall of bern",False,True
uc2.ark+=13960=t24b33088,"Normanby, Constantine Henry Phipps","Normanby, Constantine Henry Phipps",,1827.0,1827.0,s,1827,    ,London;Saunders and Otley;1827.,1827,,,,,PZ3.N789H,13343560.0,enk,7690792,2,2.0,2.0,v.3,3.0,"Historiettes; or, Tales of continental life",The German lottery. The Rhine. The castle of the Convent lake. L'envoi,True,The German lottery. The Rhine. The castle of the Convent lake. L'envoi,0.1238858126578188,0.024837428918285,Constantine,m,8.096273291925465,17.807501639597238,25.46319018404908,37.02165117241898,182.0828220858896,2144.345901238285,2.3,['fiction'],['fiction and juvenile belles lettres'],"historiettes; or, tales of continental life the german lottery. the rhine. the castle of the convent lake. l'envoi the german lottery. the rhine. the castle of the convent lake. l'envoi",False,True
