docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
nc01.ark+=13960=t8jd5080k,"Richmond, E. J","Richmond, E. J",,1892.0,1892.0,s,1892,    ,London;Elkin Mathews;1892.,1892,,,,,,12765278.0,enk,10937776,1,1.0,1.0,,,In the fire,,True,In the fire,0.1723330991265237,0.5012208967872989,E,unknown,8.115646258503402,10.075061317043824,27.33986928104575,39.47926011363151,179.62091503267973,2830.8759024306887,1.8,"['fiction', 'urn:uuid:8dc593f3-bc6a-47da-8f2b-5d9e0ba9289f']",['unknown']
dul1.ark+=13960=t3611qf54,"Farningham, Marianne","Farningham, Marianne",,1892.0,1892.0,s,1892,    ,London;James Clarke & Co.;1892.,1892,,,"Utopias|Pickering, Sam|Provenance",,,6624873.0,enk,10943551,1,1.0,1.0,,,Nineteen hundred?,,True,Nineteen hundred?,0.3075215482375552,0.4933779745953906,Marianne,f,25.59159159159159,78.17554491428365,54.0865671641791,81.42235687235464,512.0477611940298,8998.349957674314,3.3,['fiction'],['unknown']
mdp.39015063512332,"Dougall, L. (Lily)","Dougall, L. (Lily)",1858-1923.,1893.0,1893.0,s,1893,    ,"London;New York;Longmans, Green, & co.;1893.",1893,New ed.,,,,,11146990.0,enk,123340,1,1.0,1.0,,,"Beggars all: | a novel, | $c: by L. Dougall.",,True,Beggars all: a novel,0.1370599608111524,0.0183131804328822,Lily,f,18.51923076923077,37.8607412886259,31.55720338983051,21.691643026429183,338.5169491525424,6059.631068658431,2.1,['fiction'],['unknown']
uc2.ark+=13960=t3dz07x8v,"Stevenson, Robert Louis","Stevenson, Robert Louis",1850-1894.,1893.0,1893.0,s,1893,    ,"London, Paris [etc.;Cassell and company limited;1893.",1893,,,,,,2620597.0,enk,123515,4,4.0,4.0,,,Catriona,,True,Catriona,0.1449595191026766,0.0460342601798353,Robert,m,20.448275862068964,934.8680142687276,38.265060240963855,489.9345623457685,334.67710843373493,23242.13670489186,3.3,['fiction'],['unknown']
mdp.39015063961471,"Winter, John Strange","Winter, John Strange",1856-1911.,1893.0,1893.0,s,1893,    ,London;F. V. White & co.;1893.,1893,2d ed.,,,,,37788555.0,enk,123530,1,1.0,1.0,,,Only human. | A novel. | $c: By John Strange Winter [pseud.],,True,Only human. A novel,0.0554561882804754,0.020290119825228,John,m,14.714285714285714,29.45732838589981,30.795454545454547,11.35751180637544,305.711038961039,2363.465202816664,4.9,['fiction'],['unknown']
mdp.39015063714326,"Myers, F. W. H. (Frederic William Henry)","Myers, F. W. H. (Frederic William Henry)",1843-1901.,1893.0,1893.0,s,1893,    ,London;New York;Macmillan and co.;1893.,1893,"Science and a future life.--Charles Darwin and agnosticism.--The disenchantment of France.--Tennyson as prophet.--Modern poets and cosmic law.--Leopold, duke of Albany: In memoriam.",,,,PR5101.M6S4 1893,3563313.0,enk,161018,2,2.0,2.0,,,"Science and a future life; | with other essays, | $c: by Frederic W. H. Myers.",,True,Science and a future life; with other essays,0.8496147001692619,0.000108309077693,Frederic,m,7.641434262948207,36.54872144886589,25.255905511811022,19.82033914067828,223.00787401574803,2477.6298592597186,2.1,['fiction'],['english literature']
mdp.39015051124553,"Street, G. S. (George Slythe)","Street, G. S. (George Slythe)",1867-1936.,1893.0,1893.0,s,1893,    ,London;D. Nutt;1893.,1893,,,,,,3137671.0,enk,162187,2,2.0,2.0,,,"Miniatures and moods, | $c: by G. S. Street.",,True,Miniatures and moods,0.8441551583108143,0.0055511453386526,George,m,8.791304347826086,12.756446124763704,24.21951219512195,88.26888756692443,213.15447154471545,9172.667195452445,1.3,['fiction'],['english literature']
mdp.39015063948056,"Moncrieff, A. R. Hope (Ascott Robert Hope)","Moncrieff, A. R. Hope (Ascott Robert Hope)",1846-1927.,1893.0,1893.0,s,1893,    ,London;A. & C. Black;1893.,1893,,,,,,65990381.0,enk,241784,1,1.0,1.0,,,"Cap and gown comedy, | a schoolmaster's stories.",,True,"Cap and gown comedy, a schoolmaster's stories",0.0847258374251226,0.2481799654998771,Ascott,unknown,11.613372093023257,11.847611884802594,31.385057471264368,21.610351433478662,296.2557471264368,2335.770800303871,1.8,['fiction'],['unknown']
mdp.39015063548252,"Barr, Robert","Barr, Robert",1850-1912.,1893.0,1893.0,s,1893,    ,London;Chatto & Windus;1893.,1893,From whose bourne.--One day's courtship.--The heralds of fame.,,,,,1572885.0,enk,282067,1,1.0,1.0,,,"From whose bourne, etc. | $c: By Robert Barr (Luke Sharp)",,True,"From whose bourne, etc",0.3351843797279588,0.3971158945474142,Robert,m,31.17207792207792,1795.369739838084,35.76729559748428,866.4112574660811,348.60377358490564,48582.05684110596,2.3,['fiction'],['unknown']
mdp.39015063547536,"Corelli, Marie","Corelli, Marie",1855-1924.,1893.0,1893.0,s,1893,    ,London;Lamley and co.;1893.,1893,8th ed.,,,,,17807025.0,enk,286073,1,1.0,1.0,,,"The silver domino; | or, Side whispers, social and literary.",,True,"The silver domino; or, Side whispers, social and literary",0.4419783731155559,0.0543796243177116,Marie,f,8.663636363636364,10.950495867768597,20.02647058823529,25.16694636678201,196.68529411764703,2626.145077854671,2.1,['fiction'],['unknown']
nyp.33433074949250,"Crackanthorpe, Hubert","Crackanthorpe, Hubert",1870-1896.,1893.0,1893.0,s,1893,    ,London;W. Heinemann;1893.,1893,,,,,PR4515.C45W7,1110792.0,enk,395205,5,5.0,5.0,,,"Wreckage, | $c: seven studies by Hubert Crackanthorpe.",,True,Wreckage,0.1290318919773203,0.0296374537513077,Hubert,m,14.374501992031872,111.80397136553388,24.52509652509653,318.93662885168686,215.45173745173744,6288.371222849986,2.6,['unknown'],['english literature']
mdp.39015050563553,,,,1893.0,1893.0,s,1893,    ,London;W. H. Allen & co.;1893.,1893,A new ed. ...,,,,,29589861.0,enk,433294,3,3.0,3.0,,,"The book of good counsels, | from the Sanskrit of the ""Hitopadeśa."" | $c: By Sir Edwin Arnold ...",,True,"The book of good counsels, from the Sanskrit of the ""Hitopadeśa.""",0.2812719666287771,0.4984150359073333,,unknown,14.838709677419354,42.98688865764829,26.67295597484277,73.65404849491713,275.29559748427675,10226.283691309682,1.6,['unknown'],['unknown']
mdp.39015063551652,"Crockett, S. R. (Samuel Rutherford)","Crockett, S. R. (Samuel Rutherford)",1860-1914.,1893.0,1893.0,s,1893,    ,London;T. F. Unwin;1893.,1893,,,,,,66290935.0,enk,449447,1,5.0,5.0,,,"The Stickit minister & some common men, | $c: by S. R. Crockett.",,True,The Stickit minister & some common men,0.2127970623720409,0.027702223363591,Samuel,m,10.334507042253522,10.68035855980956,24.532646048109967,31.843435953755865,243.84192439862545,4396.786008667824,1.2,['fiction'],['unknown']
mdp.39015011559807,"Mrs., Inchbald","Inchbald, Mrs",1753-1821.,1893.0,1821.0,s,1893,    ,London;Cassell;1893.,1893,,,,,,13900149.0,enk,479735,1,2.0,1.0,,,Nature and art.,,False,Nature and art,0.2276842808594009,0.5111266361280818,Mrs,unknown,13.13265306122449,450.7681174510621,30.181818181818183,39.421487603305785,301.5151515151515,6364.290174471993,5.1,['fiction'],['unknown']
mdp.39015019217945,"Lodge, Thomas","Lodge, Thomas",1558?-1625.,1893.0,1625.0,s,1893,    ,London;Cassell;1893.,1893,,,"Sources|As you like it|1564-1616|Shakespeare, William",,,46823248.0,enk,538815,1,2.0,2.0,,,"Rosalind, | a novel.",,False,"Rosalind, a novel",0.2780867175949966,0.0945861105863335,Thomas,m,8.522388059701493,92.10024504343951,29.88780487804878,60.79229030339084,260.20975609756096,5443.648685306365,2.7,['unknown'],['unknown']
mdp.39015000612708,"Meynell, Alice","Meynell, Alice",1847-1922.,1893.0,1893.0,s,1893,    ,London;Mathews and Lane;1893.,1893,,,,,,66735506.0,enk,633606,1,1.0,1.0,,,Thuthm of life and other essays.,,True,Thuthm of life and other essays,0.5891253535093377,0.0019794310761373,Alice,f,8.585585585585585,11.485918350783214,22.87719298245614,40.59895352416127,197.55263157894737,3958.913896583564,1.9,['fiction'],['unknown']
mdp.39015063938347,Duchess,Duchess,1855?-1897.,1893.0,1893.0,s,1893,    ,London;F. V. White & co.;1893.,1893,,,,,,21327745.0,enk,781188,1,1.0,1.0,,,Nora Creina. | A novel. | $c: By Mrs. Hungerford.,,True,Nora Creina. A novel,0.0304641824653208,0.0116454227736966,Duchess,unknown,34.64242424242424,72.78123048668503,40.85163204747774,41.23614718805307,475.2997032640949,7022.613442048446,2.0,['fiction'],['unknown']
mdp.39015067207459,"Snowden, Keighley","Snowden, Keighley",b. 1860.,1893.0,1893.0,s,1893,    ,"London;S. Low, Marston & company, limited;1893.",1893,,,,,,13138412.0,enk,781983,1,1.0,1.0,,,Tales of the Yorkshire wolds | $c: [by] J. Keighley Snowden.,,True,Tales of the Yorkshire wolds,0.1693497355403275,0.0516221143288503,Keighley,unknown,16.03125,35.16420200892857,27.951965065502183,31.635247230220628,310.6593886462882,5234.0586563948045,1.5,['fiction'],['unknown']
mdp.39015063959798,"Sir, Wedmore, Frederick","Wedmore, Frederick, Sir",1844-1921.,1893.0,1893.0,s,1893,    ,London;E. Mathews & J. Lane;1893.,1893,A chemist in the suburbs.--A confidence at the Savile.--The North Coast and Eleanor.,,,,,2703464.0,enk,926797,1,2.0,2.0,,,Renunciations / | $c: by Frederick Wedmore.,,True,Renunciations,0.1779710931530606,0.1553349848633778,Frederick,m,11.326086956521738,114.35018903591684,21.112244897959183,93.3853602665556,167.72448979591837,5016.424094127447,1.6,['fiction'],['unknown']
njp.32101068584414,"Massinger, Philip","Massinger, Philip",1583-1640.,1893.0,1640.0,s,1893,    ,London;New York;Bell;1893.,1893,,,,,,11453185.0,enk,947236,1,1.0,1.0,,,Massinger's A new way to pay old debts. | $c: With introduction and notes by K. Deighton.,,False,Massinger's A new way to pay old debts,0.7967487758933948,0.1408157601407112,Philip,m,33.6013986013986,250.09985818377427,37.391891891891895,90.35993425858292,387.6689189189189,19642.84308802045,13.5,['unknown'],['unknown']
uc2.ark+=13960=t9z034p92,"Hawker, Robert Stephen","Hawker, Robert Stephen",1803?-1875.,1893.0,1875.0,s,1893,    ,Edinburgh;W. Blackwood and sons;1893.,1893,,,,,,1856338.0,stk,950791,3,3.0,3.0,,,The prose works of Rev. R.S. Hawker,,True,The prose works of Rev. R.S. Hawker,0.6728300493768595,0.4165350892231422,Robert,m,23.69333333333333,871.0570666666667,41.777292576419214,451.6490913598138,371.94323144104806,20564.21075112984,2.9,['fiction'],['unknown']
uc2.ark+=13960=t9h41zt5f,"Lamb, Charles","Lamb, Charles",1775-1834.,1893.0,1834.0,s,1893,    ,London;J. M. Dent and company;1893.,1893,,,Anecdotes|English wit and humor,,PN6321.L25,3809586.0,enk,1014119,1,1.0,1.0,,,Bon-mots of Charles Lamb and Douglas Jerrold,,False,Bon-mots of Charles Lamb and Douglas Jerrold,0.3051605066339477,0.2693355937232765,Charles,m,8.94915254237288,20.36464617447094,32.31521739130435,76.79194234404537,197.6358695652174,4047.1554525047263,1.9,['unknown'],['literature (general)']
uc1.b4101375,"Burnand, F. C. (Francis Cowley)","Burnand, F. C. (Francis Cowley), Sir",1836-1917.,1893.0,1893.0,s,1893,    ,"London;Bradbury, Agnew, & co., ld.;1893.",1893,,,"Voyages, Imaginary",,PZ3.B931R2,12939451.0,enk,1023286,4,4.0,4.0,,,The real adventures of Robinson Crusoe. | $c: By F. C. Burnand ... With fifty-six illustrations by Linley Sambourne.,,True,The real adventures of Robinson Crusoe,0.1311392009476009,0.0333256282516666,Francis,m,9.464730290456432,59.22800915962192,21.81176470588236,50.25476355247982,176.69411764705882,7225.04369088812,1.4,['unknown'],['fiction and juvenile belles lettres']
inu.30000005358464,"Crepaz, Adele","Crepaz, Adele",1849-,1893.0,1893.0,s,1893,    ,London;S. Sonenschein & co.;1893.,1893,,,Social and moral questions|Women|Women's rights,,HQ1210.C88,1351715.0,enk,1063549,1,1.0,1.0,,,"The emancipation of women and its probable consequences, | $c: by Adele Crepaz; with a letter to the authoress by the Right Hon. W.E. Gladstone, M.P.",,True,The emancipation of women and its probable consequences,0.9970713161432796,9.153638677385892e-05,Adele,f,7.644927536231884,189.5043583280824,19.447552447552447,45.10039610738911,157.9020979020979,7147.528876717687,2.3,['unknown'],['the family. marriage. women']
nyp.33433074922463,"Smith, Sydney","Smith, Sydney",1771-1845.,1893.0,1845.0,s,1893,    ,London :$J.M. Dent;1893.,1893,,,,,PR5456.J47 1893,649094.0,enk,1185951,3,3.0,3.0,,,Bon-mots of Sidney Smith and R. Brinsley Sheridan / | $c: edited by Walter Jerrold ; with grotesques by Aubrey Beardsley.,,False,Bon-mots of Sidney Smith and R. Brinsley Sheridan,0.3382234563437508,0.1854748490836311,Sydney,m,8.53804347826087,14.36811791115312,25.99473684210526,44.99470914127424,199.9842105263158,3584.436592797784,1.5,['unknown'],['english literature']
uc1.$b309425,,,,1893.0,1893.0,s,1893,    ,London;Walter Scott;1893.,1893,,,French wit and humor,,PN6185H8,5749107.0,enk,1201711,2,2.0,2.0,,,The Humour of France,,True,The Humour of France,0.4050256516141255,0.1290129018169815,,unknown,24.060669456066947,204.06535687400432,30.559670781893004,77.44397026198583,312.320987654321,12135.90108215211,2.4,['unknown'],['literature (general)']
mdp.39015040780275,Virgil,Virgil,,1893.0,1893.0,s,1893,    ,London;D. Nutt;1893.,1893,,,Virgil,,PR2148V3,494155.0,enk,1221688,2,2.0,2.0,,,"... The wonderful history of Virgilius the sorcerer of Rome, | Englished for the first time.",,True,"The wonderful history of Virgilius the sorcerer of Rome, Englished for the first time",0.3808612213164463,0.8793517820587192,Virgil,m,7.421052631578948,9.506925207756234,26.61038961038961,26.99106088716478,266.6233766233766,4576.494518468544,2.4,['unknown'],['english literature']
mdp.39015050627663,"Sir, Douglas, Robert K. (Robert Kennaway)","Douglas, Robert K. (Robert Kennaway), Sir",1838-1913.,1893.0,1893.0,s,1893,    ,Edinburgh;London;W. Blackwood and sons;1893.,1893,,,,,PZ3.D7474C,193470.0,stk,1232041,3,3.0,3.0,,,Chinese stories.,,True,Chinese stories,0.3158705675550885,0.033215939631718,Robert,m,15.870503597122305,452.25181581353615,30.898823529411764,108.97564567474048,303.8776470588235,15510.813265051904,2.4,['unknown'],['fiction and juvenile belles lettres']
uc2.ark+=13960=t6ww7b09m,"Carroll, Lewis","Carroll, Lewis",1832-1898.,1893.0,1893.0,s,1893,    ,London;New York;Macmillan and Co.;1893.,1893,,,,,,1875644.0,enk,1419448,1,2.0,2.0,,,Sylvie and Bruno concluded,,True,Sylvie and Bruno concluded,0.2517996157789103,0.7854304782863047,Lewis,m,13.779545454545454,42.77185433884298,30.514348785871963,95.55222236841465,210.32450331125827,4672.40021636478,2.1,['fiction'],['unknown']
mdp.39015068050809,"Fielding, Henry","Fielding, Henry",1707-1754. ,1893.0,1754.0,s,1893,    ,London;Dent;1893,1893,v. 1-2. Joseph Andrews.--v. 3-6. Tom Jones.--v. 7-9. Amelia.--v. 10. Jonathan Wild.--v. 11-12. Miscellanies.,,English fiction,,,61586002.0,enk,1419748,1,3.0,3.0,v.10,10.0,Works; | $c: edited by George Saintsbury. With illus. by Herbert Railton & E.J. Wheeler.,Jonathan Wild,False,Jonathan Wild,0.2169710238585503,0.9573300073954591,Henry,m,9.522448979591836,22.910720533111203,33.308,52.68513599999999,336.188,7381.256656,1.7,['unknown'],['unknown']
uc2.ark+=13960=t7hq3w36r,"Schreiner, Olive","Schreiner, Olive",1855-1920.,1893.0,1893.0,s,1893,    ,London;T.F. Unwin;1893.,1893,,,,,,2889918.0,enk,1424981,1,1.0,1.0,,,Dream life and real life;,,True,Dream life and real life;,0.2413539866241096,0.0122614283620855,Olive,f,7.904761904761905,12.205215419501132,23.58888888888889,72.59765432098764,113.15555555555557,1320.1758024691358,2.6,['unknown'],['unknown']
mdp.39015051110982,,,,1893.0,1893.0,s,1893,    ,London;W.H. Allen;1893.,1893,A new ed.,,,,,29589861.0,enk,1725456,1,1.0,1.0,,,The book of good counsels...,,True,The book of good counsels,0.2701778011936846,0.5182536274198879,,unknown,14.602564102564102,45.26512163050625,24.503030303030304,67.65605142332416,266.54545454545456,11741.532782369146,1.7,['unknown'],['unknown']
uc2.ark+=13960=t46q1vs6x,"Bj??rnson, Bj??rnstjerne","Bjørnson, Bjørnstjerne",,1893.0,1893.0,s,1893,    ,"London and;New York;Longmans, Green and co.;1893.",1893,,,,,,2739869.0,enk,1788166,3,3.0,3.0,,,"Pastor Sang, being the Norwegian drama Over aevne",,True,"Pastor Sang, being the Norwegian drama Over aevne",0.1056644998470244,0.0036094414916862,Bjrnstjerne,unknown,15.387931034482758,27.65123365041617,40.266666666666666,115.22888888888887,161.90833333333333,3635.949930555556,1.9,['unknown'],['unknown']
mdp.39015030074853,"Lie, Jonas Lauritz Idemil","Lie, Jonas Lauritz Idemil",1833-1908.,1893.0,1893.0,s,1893,    ,"London;K. Paul, Trench, Tr?_bner & co., ltd.;1893.",1893,,Legends,Norway|Legends,,,407679.0,enk,1788822,1,2.0,1.0,,,"Weird tales from northern seas, from the Danish of Jonas Lie, | $c: by R. Nisbet Bain. With twelve illustrations by Laurence Housman.",,True,"Weird tales from northern seas, from the Danish of Jonas Lie",0.1632011623687304,0.0988786279813199,Jonas,m,9.437158469945356,7.109438920242469,21.255102040816325,46.9859433569346,204.98469387755105,5254.372214702208,1.7,['unknown'],['unknown']
mdp.39015005766749,"Zola, Emile","Zola, Émile",1840-1902.,1893.0,1893.0,s,1907,    ,London;Chatto & Windus;1907.,1907,,,,,,4391688.0,enk,1802894,2,2.0,2.0,,,"The dream = | (le rêve) / | $c: by Émile Zola ; translated by Eliza E. Chase, with 8 illustrations by Georges Jeanniot.",,True,The dream = (le rêve),0.1371109609333314,0.3065172725687005,Mile,m,14.246875,29.042177734375,30.813455657492355,58.16397796668817,323.6330275229358,8708.862273097102,2.1,['fiction'],['unknown']
mdp.39015019958241,Baitāl-Pachīsī,Baitāl-Pachīsī,,1893.0,1893.0,s,1893,    ,London;Tylston and Edwards;1893.,1893,,,,,,63868051.0,enk,1880987,1,1.0,1.0,,,"Vikram and the vampire; | or, Tales of Hindu devilry. | $c: Adapted by Richard F. Burton. Edited by his wife, Isabel Burton. With 33 illus. by Ernest Criset.",,True,"Vikram and the vampire; or, Tales of Hindu devilry",0.2982836834724907,0.5585145594428752,Baitl,unknown,12.95729537366548,27.78465318321703,31.262237762237763,106.93472785955304,329.1958041958042,13862.409213164456,2.5,['unknown'],['unknown']
mdp.39015019366981,"Stanley, Henry M. (Henry Morton)","Stanley, Henry M. (Henry Morton)",1841-1904.,1893.0,1893.0,s,1893,    ,"London;S. Low, Marston & company;1893.",1893,,,"Folklore|Zoology|Animals|Africa, Central",,,3590840.0,enk,1881104,1,2.0,2.0,,,"My dark companions and their strange stories, | $c: by Henry M. Stanley ...",,True,My dark companions and their strange stories,0.2652738443888906,0.8518387702479241,Henry,m,17.212209302325583,605.4578741887505,29.544444444444444,466.5424691358025,249.47222222222223,15475.64922839506,4.5,['unknown'],['unknown']
mdp.39015003837039,"Abbott, Angus Evan","Abbott, Angus Evan",1862-1923.,1893.0,1893.0,s,1893,    ,"London, The;Walter Scott publishing co., Ltd., New York, C. Scribner's sons, 1909;1893.",1909,,,American wit and humor,,,3942576.0,enk,1902501,1,1.0,1.0,,,"The humour of America, | selected, | $c: with an introduction and index of American humorists, by James Barr. Illustrations by C. E. Brock.",,True,"The humour of America, selected",0.6072155822063776,0.1697560826621603,Angus,m,16.43404255319149,82.22011770031689,29.133333333333333,114.61656565656564,311.86262626262624,18513.35890623405,2.4,['unknown'],['unknown']
mdp.39015009294623,Dante Alighieri,Dante Alighieri,1265-1321.,1893.0,1893.0,s,1893,    ,London;E. Stock;1893.,1893,,,,,,10834730.0,enk,2986824,1,2.0,2.0,V.1,1.0,The Comedy of Dante Alighieri : | Hell / | $c: rendered into English by Sir Edward Sullivan.,,True,The Comedy of Dante Alighieri : Hell,0.5604033819886958,0.7603837366751636,Dante,m,8.983695652173912,8.266038516068054,26.98421052631579,60.96290858725762,262.4842105263158,7069.48132963989,1.4,['unknown'],['unknown']
nyp.33433075727168,"Fawcett, E. Douglas (Edward Douglas)","Fawcett, E. Douglas (Edward Douglas)",1866-1960.,1893.0,1893.0,s,1893,    ,London;E. Arnold;1893.,1893,,,,,,1920017.0,enk,5065355,1,1.0,1.0,,,"Hartmann the anarchist, : | or, The doom of the great city / | $c: by E. Douglas Fawcett ; illustrated by Fred T. Jane.",,True,"Hartmann the anarchist, : or, The doom of the great city",0.2930867623704742,0.0074805661336824,Edward,m,13.104166666666666,32.47873263888889,21.03333333333333,68.56555555555555,203.7333333333333,7918.843174603176,2.1,['fiction'],['unknown']
