docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob	first_name	estimated_gender
nyp.33433075728547	Fletcher, J. S. (Joseph Smith)	Fletcher, J. S. (Joseph Smith)	1863-1935.	1897.0	1897.0	t	1898	1897	London;New York;John Lane;1898, c1897.	1898			English fiction			7331222.0	enk	8664656	1	1.0	1.0			The making of Matthias / | $c: J.S. FLetcher ; illustrated by Lucy Kemp Welch.		True	The making of Matthias	0.082484705448272	0.0424773768985385	Joseph	m
nyp.33433074958426	Dawson, A. J. (Alec John)	Dawson, A. J. (Alec John)	1872-1952.	1897.0	1897.0	s	1897	    	London;New York;J. Lane;1897.	1897						3726473.0	enk	8664894	1	1.0	1.0			Middle greyness / | $c: by A. J. Dawson.		True	Middle greyness	0.4280182441310664	0.0076774250811765	Alec	m
nyp.33433081998324	Cambridge, Ada	Cambridge, Ada	1844-1926.	1897.0	1897.0	s	1897	    	London;Ward, Lock & co.;1897.	1897						11522255.0	enk	8664985	1	1.0	1.0			At midnight and other stories / | $c: by Ada Cambridge.		True	At midnight and other stories	0.1126037504922779	0.4360080922781001	Ada	f
nyp.33433074877931	Leeds, Virginia Niles	Leeds, Virginia Niles		1897.0	1897.0	s	1897	    	London;New York;F. T. Neely;1897.	1897					PZ3.L517D	3860212.0	enk	8665532	1	1.0	1.0			The daughter of a hundred millions, | $c: by Virginia Niles Leeds.		True	The daughter of a hundred millions	0.0297051076626715	0.4372396895987979	Virginia	f
nyp.33433074862545	Anstey, F	Anstey, F	1856-1934.	1897.0	1897.0	s	1897	    	London;J.M. Dent & co.;1897.	1897			English wit and humor|English fiction			13042324.0	enk	8665680	2	3.0	3.0			Baboo Jabberjee, B.A., | $c: by F. Anstey [pseud.]  With illus. by J. Bernard Partridge.		True	Baboo Jabberjee, B.A	0.4362304789838978	0.1200438772640126	F	unknown
nyp.33433074868302	Hocking, Joseph	Hocking, Joseph	1860-1937.	1897.0	1897.0	s	1897	    	London;New York;Ward, & Lock;1897?	1897		Novel	English fiction			8956180.0	enk	8665738	1	1.0	1.0			And shall Trelawney die? ; and, The mist on the moors : | being romances of the parish of Altarnun in the county of Cornwall / | $c: by Joseph Hocking ; illustrated by Lancelot Speed.		True	And shall Trelawney die? ; and, The mist on the moors : being romances of the parish of Altarnun in the county of Cornwall	0.1281584979948663	0.0806265685409509	Joseph	m
nyp.33433074892609	Mason, E. M. (Emily Margaret)	Mason, E. M. (Emily Margaret)		1897.0	1897.0	s	1897	    	London;S.P.C.K.;1897?	1897			English fiction			25756035.0	enk	8666478	1	1.0	1.0			Panacea / | $c: by E.M. Mason.		True	Panacea	0.3858569731888766	0.0642495798023359	Emily	f
nyp.33433074864897	Glanville, Ernest	Glanville, Ernest	1856-1925.	1897.0	1897.0	s	1897	    	London;Chatto & Windus;1897.	1897						10580638.0	enk	8666602	1	1.0	1.0			Tales from the veld, | $c: by Ernest Glanville ... with twelve illustrations by M. Nisbet.		True	Tales from the veld	0.5141351942782543	0.0358851242716872	Ernest	m
nyp.33433074892526	Mathew, Frank James	Mathew, Frank James	1865-1924.	1897.0	1897.0	s	1897	    	London;New York;J. Lane;1897.	1897			English fiction		PZ3.M421C	12123424.0	enk	8666708	1	1.0	1.0			A child in the temple | [a novel] | $c: by Frank Mathew.		True	A child in the temple [a novel]	0.1955877324215264	0.0901018787000537	Frank	m
nyp.33433074873096	Lander, Harry	Lander, Harry		1897.0	1897.0	s	1897	    	London;New York;J. Lane;1897.	1897						2281102.0	enk	8666841	1	1.0	1.0			Weighed in the balance, | $c: by Harry Lander.		True	Weighed in the balance	0.1782230489064785	0.2905892710410755	Harry	m
nyp.33433074895065	Marshall, Emma	Marshall, Emma, Mrs	1830-1899.	1897.0	1897.0	s	1897	    	London;Seeley;1897.	1897			Musical fiction|1659-1695|Purcell, Henry		ML3925.M155	3996212.0	enk	8666942	1	2.0	2.0			In the choir of Westminister abbey, | a story of Henry Purcell's days, | $c: by Emma Marshall. With illustrations by T. Hamilton Crawford, R. S. W.		True	In the choir of Westminister abbey, a story of Henry Purcell's days	0.3623357493192534	0.2585070932734182	Emma	f
nyp.33433075744205	Sims, George Robert	Sims, George Robert	1847-1922.	1897.0	1897.0	s	1897	    	London;F.V. White;1897.	1897			English fiction			26886709.0	enk	8667125	1	1.0	1.0			The coachman's club, or, Tales told out of school / | $c: by Geo. R.  Sims.		True	The coachman's club, or, Tales told out of school	0.3240838569221041	0.0038801665168709	George	m
nyp.33433075761274	Nisbet, Hume	Nisbet, Hume	1849-1921?	1897.0	1897.0	s	1897	    	London;New York;F. Warne and Co.;1897?	1897			Gold discoveries	Klondike River Valley (Yukon)		33370921.0	enk	8667302	1	1.0	1.0			Hunting for gold, or, Adventures in Klondyke / | $c: by Hume Nisbet ; illustrated by Hal Hurst.		True	Hunting for gold, or, Adventures in Klondyke	0.3326693011177839	0.0195037071945656	Hume	m
